21-01-2025,Indomie Super Pack,Noodles,Kano,20000,29,580000,16800,118,Yes,5000
21/01/2025,Kings Oil 5L,Oils,Ibadan,27000,22,594000,21500,84,No,0
22-01-2025,Kings Oil 5L,Oils,Lagos (Ikeja),27000,-2,0,21500,14,Yes,5000
2025-01-22,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,8,36000,3200,71,No,0
22/01/2025,Yellow Garri (Paint),Tubers,Port Harcourt,Promo Price: 5000,22,121000,4200,22,No,10000
"Jan 22, 25",Frozen Turkey (kg),Meat,Abuja,11000,26,286000,8800,123,Yes,5000
23/01/2025,Local Rice (50kg),Grains,Port Harcourt,120000,2,240000,105000,54,Yes,0
2025.01.23,Semovita 10kg,Swallow,Abuja,10500,17,178500,9200,32,No,0
23-01-2025,Milo Refill 500g,Beverages,Lagos (Ikeja),Promo Price: 6700,5,36000,6000,131,No,0
"Jan 23, 25",Semovita 10kg,Swallow,Ibadan,10500,27,283500,9200,58,No,0
24-01-2025,Milo Refill 500g,Beverages,Lagos (Lekki),7200,18,129600,6000,96,No,5000
2025.01.24,Milo Refill 500g,Beverages,Lagos (Lekki),7200,14,100800,6000,76,No,0
24-01-2025,Peak Milk 400g,Dairy,Port Harcourt,5800,24,139200,4900,101,No,10000
24-01-2025,Power Oil (Sachet),Oils,Lagos (Lekki),500,1,500,400,193,No,0
"Jan 25, 25",Indomie Super Pack,Noodles,Enugu,20000,5,100000,16800,143,Yes,0
25/01/2025,Local Rice (50kg),Grains,Kano,120000,23,2760000,105000,74,Yes,50000
2025-01-25,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,10,72000,6000,172,No,50000
2025.01.25,Milo Refill 500g,Beverages,Ibadan,7200,30,216000,6000,49,No,5000
26/01/2025,Semovita 10kg,Swallow,Lagos (Ikeja),10500,2,21000,9200,85,No,5000
26-01-2025,Dangote Sugar 1kg,Sweeteners,Enugu,4000,27,108000,3200,55,No,0
2025-01-26,Indomie Super Pack,Noodles,Ibadan,20000,10,200000,16800,83,No,0
26/01/2025,Beans Brown (Oloyin),Grains,Ibadan,4500,16,72000,3200,79,No,10000
"Jan 27, 25",Dangote Sugar 1kg,Sweeteners,Ibadan,4000,26,104000,3200,166,No,5000
2025.01.27,Semovita 10kg,Swallow,Abuja,Promo Price: 10000,22,231000,9200,63,No,5000
"Jan 27, 25",Power Oil (Sachet),Oils,Enugu,500,10,5000,400,111,No,0
"Jan 27, 25",Milo Refill 500g,Beverages,Lagos (Ikeja),7200,0,0,6000,177,No,0
2025-01-28,Frozen Turkey (kg),Meat,Kano,11000,8,88000,8800,197,No,0
"Jan 28, 25",Kings Oil 5L,Oils,Port Harcourt,27000,7,189000,21500,132,No,0
2025-01-28,Milo Refill 500g,Beverages,Lagos (Lekki),7200,1,7200,6000,143,Yes,0
28-01-2025,Yam Tuber (Large),Produce,Abuja,12000,8,96000,8000,181,Yes,50000
29-01-2025,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,26,143000,4200,79,No,10000
2025-01-29,Local Rice (50kg),Grains,Abuja,Promo Price: 119500,25,3000000,105000,38,No,10000
2025-01-29,Beans Brown (Oloyin),Grains,Abuja,4500,2,9000,3200,129,No,0
2025-01-29,Frozen Turkey (kg),Meat,Abuja,11000,13,143000,8800,135,Yes,50000
30/01/2025,Milo Refill 500g,Beverages,Enugu,7200,11,79200,6000,108,No,50000
"Jan 30, 25",Power Oil (Sachet),Oils,Abuja,NGN 500,15,7500,400,27,No,0
30-01-2025,Local Rice (50kg),Grains,Enugu,120000,0,0,105000,140,Yes,10000
30/01/2025,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,10,55000,4200,194,No,50000
2025-01-31,Power Oil (Sachet),Oils,Kano,500,29,14500,400,53,No,50000
2025.01.31,Local Rice (50kg),Grains,Abuja,120000,24,2880000,105000,36,Yes,0
2025-01-31,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,-1,0,8800,131,No,50000
2025.01.31,Kings Oil 5L,Oils,Port Harcourt,27000,30,810000,21500,44,No,50000
2025-02-01,Frozen Turkey (kg),Meat,Kano,11000,21,231000,8800,162,No,0
01/02/2025,Power Oil (Sachet),Oils,Lagos (Lekki),500,-2,0,400,48,No,0
"Feb 01, 25",Yellow Garri (Paint),Tubers,Ibadan,5500,8,44000,4200,35,No,5000
01/02/2025,Frozen Turkey (kg),Meat,Kano,11000,6,66000,8800,72,Yes,5000
2025.02.02,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,27,108000,3200,21,No,50000
2025-02-02,Peak Milk 400g,Dairy,Lagos (Lekki),NGN 5800,6,34800,4900,162,No,0
2025-02-02,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,17,340000,16800,67,No,10000
2025-02-02,Beans Brown (Oloyin),Grains,Port Harcourt,NGN 4500,28,126000,3200,27,No,5000
"Feb 03, 25",Yellow Garri (Paint),Tubers,Kano,5500,16,88000,4200,22,No,10000
"Feb 03, 25",Beans Brown (Oloyin),Grains,Enugu,4500,4,18000,3200,38,Yes,50000
2025-02-03,Dangote Sugar 1kg,Sweeteners,Lagos (Lekki),4000,11,44000,3200,156,No,0
03-02-2025,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,30,174000,4900,139,No,50000
"Feb 04, 25",Local Rice (50kg),Grains,Lagos (Lekki),120000,6,720000,105000,125,Yes,10000
2025-02-04,Kings Oil 5L,Oils,Enugu,27000,15,405000,21500,196,No,5000
04-02-2025,Power Oil (Sachet),Oils,Enugu,500,11,5500,400,138,Yes,50000
2025-02-04,Semovita 10kg,Swallow,Ibadan,10500,-1,0,9200,72,No,0
2025.02.05,Yellow Garri (Paint),Tubers,Enugu,5500,0,0,4200,80,No,0
2025-02-05,Yam Tuber (Large),Produce,Enugu,12000,-2,0,8000,21,No,5000
2025-02-05,Yellow Garri (Paint),Tubers,Port Harcourt,5500,15,82500,4200,112,No,0
2025.02.05,Peak Milk 400g,Dairy,Enugu,5800,-1,0,4900,187,No,0
06/02/2025,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,23,92000,3200,12,Yes,0
06/02/2025,Beans Brown (Oloyin),Grains,Abuja,Promo Price: 4000,-2,0,3200,67,Yes,0
2025-02-06,Semovita 10kg,Swallow,Enugu,10500,10,105000,9200,28,Yes,0
06/02/2025,Kings Oil 5L,Oils,Enugu,27000,9,243000,21500,96,No,0
07/02/2025,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,27,540000,16800,96,No,0
2025.02.07,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,0,0,3200,39,No,10000
"Feb 07, 25",Dangote Sugar 1kg,Sweeteners,Kano,Promo Price: 3500,29,116000,3200,189,No,0
07/02/2025,Milo Refill 500g,Beverages,Port Harcourt,7200,22,158400,6000,59,No,0
08-02-2025,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,3,16500,4200,151,No,10000
2025-02-08,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,25,180000,6000,39,Yes,0
08/02/2025,Local Rice (50kg),Grains,Enugu,120000,9,1080000,105000,122,No,0
08-02-2025,Indomie Super Pack,Noodles,Enugu,20000,0,0,16800,85,No,5000
09/02/2025,Power Oil (Sachet),Oils,Lagos (Ikeja),500,27,13500,400,180,No,10000
2025.02.09,Milo Refill 500g,Beverages,Enugu,7200,23,165600,6000,82,No,0
2025.02.09,Local Rice (50kg),Grains,Lagos (Ikeja),120000,25,3000000,105000,152,Yes,10000
09/02/2025,Semovita 10kg,Swallow,Enugu,10500,7,73500,9200,128,Yes,0
10/02/2025,Semovita 10kg,Swallow,Port Harcourt,10500,13,136500,9200,135,No,5000
"Feb 10, 25",Yam Tuber (Large),Produce,Ibadan,12000,10,120000,8000,22,No,50000
2025.02.10,Yam Tuber (Large),Produce,Enugu,NGN 12000,23,276000,8000,176,No,50000
10-02-2025,Kings Oil 5L,Oils,Port Harcourt,27000,12,324000,21500,158,No,0
11-02-2025,Milo Refill 500g,Beverages,Kano,NGN 7200,3,21600,6000,118,Yes,50000
2025-02-11,Semovita 10kg,Swallow,Enugu,10500,5,52500,9200,196,Yes,10000
11/02/2025,Local Rice (50kg),Grains,Abuja,120000,26,3120000,105000,82,No,0
11-02-2025,Local Rice (50kg),Grains,Lagos (Ikeja),120000,24,2880000,105000,127,No,5000
2025-02-12,Indomie Super Pack,Noodles,Lagos (Lekki),20000,22,440000,16800,104,No,10000
12/02/2025,Local Rice (50kg),Grains,Kano,120000,30,3600000,105000,51,No,0
"Feb 12, 25",Yellow Garri (Paint),Tubers,Ibadan,5500,24,132000,4200,119,Yes,5000
"Feb 12, 25",Yellow Garri (Paint),Tubers,Ibadan,NGN 5500,13,71500,4200,157,Yes,5000
13/02/2025,Local Rice (50kg),Grains,Lagos (Lekki),120000,16,1920000,105000,120,No,10000
2025-02-13,Yam Tuber (Large),Produce,Abuja,12000,23,276000,8000,116,No,5000
2025-02-13,Yellow Garri (Paint),Tubers,Kano,5500,17,93500,4200,29,No,50000
13/02/2025,Milo Refill 500g,Beverages,Kano,7200,11,79200,6000,134,No,50000
14-02-2025,Beans Brown (Oloyin),Grains,Port Harcourt,4500,23,103500,3200,165,No,0
14-02-2025,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,-2,0,3200,17,Yes,0
2025.02.14,Peak Milk 400g,Dairy,Enugu,5800,1,5800,4900,56,No,0
"Feb 14, 25",Milo Refill 500g,Beverages,Enugu,7200,10,72000,6000,163,No,50000
15-02-2025,Indomie Super Pack,Noodles,Port Harcourt,20000,12,240000,16800,26,No,50000
2025.02.15,Indomie Super Pack,Noodles,Enugu,20000,13,260000,16800,191,No,0
"Feb 15, 25",Dangote Sugar 1kg,Sweeteners,Enugu,4000,30,120000,3200,69,No,5000
"Feb 15, 25",Power Oil (Sachet),Oils,Lagos (Lekki),500,6,3000,400,150,No,5000
"Feb 16, 25",Semovita 10kg,Swallow,Port Harcourt,10500,7,73500,9200,51,No,5000
"Feb 16, 25",Peak Milk 400g,Dairy,Abuja,5800,9,52200,4900,51,No,5000
16/02/2025,Beans Brown (Oloyin),Grains,Enugu,4500,13,58500,3200,104,No,50000
16/02/2025,Kings Oil 5L,Oils,Enugu,NGN 27000,3,81000,21500,13,Yes,0
17/02/2025,Yam Tuber (Large),Produce,Ibadan,12000,7,84000,8000,81,No,5000
2025.02.17,Kings Oil 5L,Oils,Abuja,27000,30,810000,21500,111,No,0
2025-02-17,Semovita 10kg,Swallow,Port Harcourt,10500,20,210000,9200,18,Yes,50000
17-02-2025,Milo Refill 500g,Beverages,Kano,Promo Price: 6700,15,108000,6000,93,No,0
2025.02.18,Beans Brown (Oloyin),Grains,Enugu,4500,19,85500,3200,188,No,0
18-02-2025,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,20,220000,8800,100,No,0
2025-02-18,Indomie Super Pack,Noodles,Abuja,20000,14,280000,16800,69,Yes,0
2025.02.18,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,11,220000,16800,89,No,0
19-02-2025,Kings Oil 5L,Oils,Abuja,27000,23,621000,21500,136,Yes,0
"Feb 19, 25",Power Oil (Sachet),Oils,Lagos (Ikeja),500,14,7000,400,73,Yes,50000
"Feb 19, 25",Power Oil (Sachet),Oils,Abuja,500,5,2500,400,148,Yes,0
2025-02-19,Peak Milk 400g,Dairy,Kano,5800,28,162400,4900,30,Yes,50000
20-02-2025,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,25,112500,3200,30,No,50000
2025-02-20,Power Oil (Sachet),Oils,Abuja,500,8,4000,400,50,No,50000
2025-02-20,Beans Brown (Oloyin),Grains,Port Harcourt,4500,18,81000,3200,109,No,0
2025.02.20,Indomie Super Pack,Noodles,Ibadan,20000,9,180000,16800,22,No,5000
"Feb 21, 25",Frozen Turkey (kg),Meat,Ibadan,11000,22,242000,8800,196,No,50000
21-02-2025,Kings Oil 5L,Oils,Abuja,27000,2,54000,21500,72,No,10000
"Feb 21, 25",Semovita 10kg,Swallow,Kano,10500,-1,0,9200,81,No,10000
21/02/2025,Indomie Super Pack,Noodles,Port Harcourt,20000,11,220000,16800,101,No,50000
22-02-2025,Kings Oil 5L,Oils,Enugu,27000,24,648000,21500,166,No,0
2025.02.22,Frozen Turkey (kg),Meat,Abuja,11000,9,99000,8800,175,No,0
"Feb 22, 25",Dangote Sugar 1kg,Sweeteners,Ibadan,4000,18,72000,3200,186,No,10000
22-02-2025,Power Oil (Sachet),Oils,Abuja,500,16,8000,400,144,No,50000
"Feb 23, 25",Frozen Turkey (kg),Meat,Enugu,11000,20,220000,8800,70,No,0
23-02-2025,Kings Oil 5L,Oils,Ibadan,27000,18,486000,21500,50,No,10000
23-02-2025,Dangote Sugar 1kg,Sweeteners,Kano,4000,19,76000,3200,97,No,10000
23/02/2025,Yam Tuber (Large),Produce,Abuja,12000,7,84000,8000,17,No,10000
2025.02.24,Local Rice (50kg),Grains,Port Harcourt,120000,11,1320000,105000,113,No,0
2025-02-24,Indomie Super Pack,Noodles,Enugu,20000,10,200000,16800,61,Yes,5000
2025-02-24,Kings Oil 5L,Oils,Kano,27000,25,675000,21500,62,No,0
2025.02.24,Peak Milk 400g,Dairy,Lagos (Lekki),5800,20,116000,4900,65,Yes,50000
25-02-2025,Local Rice (50kg),Grains,Lagos (Lekki),120000,6,720000,105000,105,No,50000
2025.02.25,Peak Milk 400g,Dairy,Enugu,NGN 5800,19,110200,4900,27,No,10000
25-02-2025,Yam Tuber (Large),Produce,Enugu,NGN 12000,6,72000,8000,31,No,0
2025-02-25,Peak Milk 400g,Dairy,Ibadan,5800,1,5800,4900,11,No,50000
2025.02.26,Semovita 10kg,Swallow,Enugu,10500,7,73500,9200,177,No,0
26-02-2025,Beans Brown (Oloyin),Grains,Port Harcourt,Promo Price: 4000,1,4500,3200,86,No,5000
2025-02-26,Milo Refill 500g,Beverages,Abuja,NGN 7200,24,172800,6000,173,No,10000
2025.02.26,Peak Milk 400g,Dairy,Ibadan,5800,-1,0,4900,44,No,10000
2025-02-27,Semovita 10kg,Swallow,Ibadan,10500,8,84000,9200,175,No,0
27/02/2025,Kings Oil 5L,Oils,Enugu,27000,18,486000,21500,74,Yes,50000
2025.02.27,Local Rice (50kg),Grains,Enugu,120000,21,2520000,105000,44,Yes,10000
"Feb 27, 25",Yam Tuber (Large),Produce,Abuja,12000,9,108000,8000,165,No,50000
"Feb 28, 25",Semovita 10kg,Swallow,Lagos (Ikeja),10500,28,294000,9200,66,No,0
"Feb 28, 25",Power Oil (Sachet),Oils,Lagos (Lekki),500,18,9000,400,73,Yes,0
2025-02-28,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,22,242000,8800,102,No,50000
28/02/2025,Power Oil (Sachet),Oils,Port Harcourt,500,6,3000,400,179,No,50000
"Mar 01, 25",Indomie Super Pack,Noodles,Port Harcourt,NGN 20000,25,500000,16800,76,No,5000
"Mar 01, 25",Indomie Super Pack,Noodles,Ibadan,20000,25,500000,16800,184,No,5000
2025.03.01,Local Rice (50kg),Grains,Lagos (Lekki),NGN 120000,1,120000,105000,29,No,5000
01-03-2025,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,-2,0,4200,38,No,5000
02-03-2025,Power Oil (Sachet),Oils,Ibadan,500,18,9000,400,172,No,5000
02-03-2025,Beans Brown (Oloyin),Grains,Ibadan,4500,24,108000,3200,198,Yes,50000
02/03/2025,Milo Refill 500g,Beverages,Kano,NGN 7200,26,187200,6000,159,Yes,10000
02-03-2025,Power Oil (Sachet),Oils,Abuja,NGN 500,7,3500,400,195,No,10000
"Mar 03, 25",Frozen Turkey (kg),Meat,Ibadan,11000,9,99000,8800,109,No,0
03-03-2025,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,6,33000,4200,52,No,10000
03-03-2025,Peak Milk 400g,Dairy,Abuja,5800,8,46400,4900,117,No,5000
03-03-2025,Peak Milk 400g,Dairy,Kano,5800,16,92800,4900,88,No,0
2025.03.04,Power Oil (Sachet),Oils,Port Harcourt,500,19,9500,400,77,Yes,0
04-03-2025,Kings Oil 5L,Oils,Lagos (Ikeja),27000,1,27000,21500,164,No,10000
"Mar 04, 25",Frozen Turkey (kg),Meat,Ibadan,11000,12,132000,8800,63,No,0
2025.03.04,Yellow Garri (Paint),Tubers,Port Harcourt,NGN 5500,1,5500,4200,63,No,0
"Mar 05, 25",Semovita 10kg,Swallow,Lagos (Lekki),10500,29,304500,9200,190,No,0
05/03/2025,Milo Refill 500g,Beverages,Enugu,7200,30,216000,6000,176,No,10000
05-03-2025,Milo Refill 500g,Beverages,Lagos (Ikeja),Promo Price: 6700,17,122400,6000,151,No,0
2025.03.05,Power Oil (Sachet),Oils,Lagos (Lekki),500,19,9500,400,143,Yes,0
06-03-2025,Dangote Sugar 1kg,Sweeteners,Enugu,4000,7,28000,3200,156,No,10000
2025.03.06,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,10,120000,8000,103,No,0
2025.03.06,Local Rice (50kg),Grains,Lagos (Ikeja),120000,18,2160000,105000,128,No,0
"Mar 06, 25",Indomie Super Pack,Noodles,Lagos (Lekki),20000,4,80000,16800,40,No,0
07/03/2025,Beans Brown (Oloyin),Grains,Enugu,4500,13,58500,3200,49,Yes,0
07/03/2025,Beans Brown (Oloyin),Grains,Lagos (Lekki),4500,0,0,3200,167,No,10000
"Mar 07, 25",Kings Oil 5L,Oils,Lagos (Ikeja),27000,21,567000,21500,183,No,5000
2025-03-07,Local Rice (50kg),Grains,Lagos (Ikeja),120000,16,1920000,105000,174,No,5000
08/03/2025,Beans Brown (Oloyin),Grains,Abuja,4500,19,85500,3200,126,Yes,10000
2025-03-08,Peak Milk 400g,Dairy,Enugu,5800,2,11600,4900,182,Yes,50000
2025-03-08,Local Rice (50kg),Grains,Lagos (Ikeja),120000,30,3600000,105000,37,No,0
08/03/2025,Local Rice (50kg),Grains,Port Harcourt,120000,22,2640000,105000,171,No,0
09-03-2025,Frozen Turkey (kg),Meat,Kano,11000,6,66000,8800,133,No,0
2025-03-09,Yam Tuber (Large),Produce,Kano,12000,30,360000,8000,32,Yes,50000
"Mar 09, 25",Beans Brown (Oloyin),Grains,Abuja,4500,15,67500,3200,176,No,0
2025-03-09,Beans Brown (Oloyin),Grains,Kano,4500,27,121500,3200,41,No,5000
10/03/2025,Frozen Turkey (kg),Meat,Enugu,11000,14,154000,8800,95,Yes,10000
"Mar 10, 25",Dangote Sugar 1kg,Sweeteners,Kano,4000,11,44000,3200,179,No,10000
2025.03.10,Peak Milk 400g,Dairy,Ibadan,5800,-1,0,4900,30,No,50000
2025.03.10,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,18,104400,4900,148,No,50000
2025-03-11,Beans Brown (Oloyin),Grains,Ibadan,4500,6,27000,3200,192,No,50000
2025.03.11,Kings Oil 5L,Oils,Lagos (Ikeja),27000,17,459000,21500,135,Yes,10000
11-03-2025,Semovita 10kg,Swallow,Lagos (Lekki),NGN 10500,27,283500,9200,124,No,50000
11-03-2025,Power Oil (Sachet),Oils,Kano,500,13,6500,400,70,Yes,0
12/03/2025,Peak Milk 400g,Dairy,Kano,5800,2,11600,4900,107,No,50000
2025-03-12,Peak Milk 400g,Dairy,Ibadan,5800,15,87000,4900,33,No,0
12-03-2025,Peak Milk 400g,Dairy,Lagos (Ikeja),5800,8,46400,4900,26,Yes,0
2025-03-12,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,15,60000,3200,137,No,50000
2025-03-13,Milo Refill 500g,Beverages,Ibadan,7200,20,144000,6000,93,No,50000
2025.03.13,Yam Tuber (Large),Produce,Port Harcourt,12000,2,24000,8000,194,Yes,0
13-03-2025,Beans Brown (Oloyin),Grains,Kano,4500,27,121500,3200,88,No,0
2025-03-13,Frozen Turkey (kg),Meat,Abuja,NGN 11000,27,297000,8800,178,No,50000
14/03/2025,Kings Oil 5L,Oils,Lagos (Ikeja),27000,3,81000,21500,70,No,0
2025.03.14,Yam Tuber (Large),Produce,Port Harcourt,12000,9,108000,8000,36,No,0
"Mar 14, 25",Frozen Turkey (kg),Meat,Abuja,11000,13,143000,8800,31,No,0
2025-03-14,Yam Tuber (Large),Produce,Kano,12000,10,120000,8000,185,No,0
"Mar 15, 25",Kings Oil 5L,Oils,Lagos (Lekki),27000,-2,0,21500,164,Yes,5000
2025-03-15,Milo Refill 500g,Beverages,Abuja,Promo Price: 6700,20,144000,6000,108,No,10000
15-03-2025,Indomie Super Pack,Noodles,Port Harcourt,NGN 20000,30,600000,16800,83,No,0
2025.03.15,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,17,122400,6000,70,Yes,50000
16/03/2025,Yellow Garri (Paint),Tubers,Abuja,5500,21,115500,4200,91,Yes,50000
16/03/2025,Yellow Garri (Paint),Tubers,Enugu,5500,21,115500,4200,18,No,5000
16/03/2025,Beans Brown (Oloyin),Grains,Abuja,4500,22,99000,3200,191,No,50000
"Mar 16, 25",Frozen Turkey (kg),Meat,Port Harcourt,11000,13,143000,8800,106,Yes,0
2025-03-17,Yellow Garri (Paint),Tubers,Enugu,5500,18,99000,4200,63,No,0
17/03/2025,Power Oil (Sachet),Oils,Abuja,500,-1,0,400,61,No,0
17/03/2025,Dangote Sugar 1kg,Sweeteners,Enugu,4000,-1,0,3200,101,No,0
2025-03-17,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,15,180000,8000,142,Yes,50000
"Mar 18, 25",Peak Milk 400g,Dairy,Lagos (Lekki),5800,24,139200,4900,52,No,10000
2025-03-18,Frozen Turkey (kg),Meat,Enugu,11000,10,110000,8800,129,Yes,0
2025-03-18,Semovita 10kg,Swallow,Kano,10500,7,73500,9200,106,No,0
18-03-2025,Local Rice (50kg),Grains,Kano,120000,19,2280000,105000,95,No,5000
"Mar 19, 25",Milo Refill 500g,Beverages,Kano,7200,28,201600,6000,142,Yes,50000
19/03/2025,Kings Oil 5L,Oils,Abuja,27000,22,594000,21500,137,No,5000
2025.03.19,Dangote Sugar 1kg,Sweeteners,Abuja,4000,5,20000,3200,196,No,0
